ID,patent_title,patent_year,patent_abstract,label
955,Non-invasive sensing of bioprocess parameters,2014,"A system and method for measuring at least one bioprocess parameter utilizes a barrier that separates an external sensor from a culture medium. The barrier allows analytes to diffuse in and out of the culture vessel, thereby allowing the bioprocess parameter to be measured non-invasively by the external sensor.",False
956,Method and system for capture and use of intact vesicles on electrodeposited hydrophobically modified biopolymer films,2014,"A biosensor comprising an electrically conductive substrate coated with a modified chitosan biopolymer that has been electrodeposited on the substrate, wherein said modified chitosan biopolymer comprises at least one vesicle binding molecule. The biosensor is manufactured by a method where a modified chitosan biopolymer is electrodeposited on a substrate. The method is also used to manufacture a modified chitosan biopolymer film by electrodeposition of the chitosan on the substrate and later removing the film from the substrate after electrodeposition. The resulting film can be used in bandages to treat various types of wounds. The biosensor can also be used to detect various analytes in samples.",False
957,Antigen binding domains,2014,"A process for the production of an antigen specific antigen binding domain using a transformed host containing an expressible DNA sequence encoding the antigen specific antigen binding domain, wherein the antigen specific antigen binding domain is derived from a variable region of the immunoglobulin isotype NAR found in fish.",True
958,Natural plant products for control of cancer metastasis,2014,"The invention provides compositions comprising soluble extracts or isolated polypeptides from the edible roots of the plant Colocasia, such as Colocasia esculenta, commonly known as Taro, and from Xanthosoma, such as Xanthosoma sagittifolium, commonly known as Malanga Blanca or Yautia. The compositions exhibit inhibitory effects on metastasis of cancer cells in particular breast and prostate cancer cells and have therapeutic pharmacological activity, Pharmaceutical compositions for the treatment of cancer by inhibiting metastasis which comprises an effective amount of the described extract or isolated polypeptide thereof and optionally a pharmaceutical acceptable carrier are described.",True
959,Codon specific mutagenesis,2014,Materials and methods are provided for replacing one or more amino acids in a polypeptide with an amino acid of choice to form mutant proteins. Both naturally and non-naturally occurring amino acids can be inserted. A population of mutant proteins can be created in which an amino acid residue has replaced an existing residue at random locations along the primary sequence of the protein. The provided techniques allow for the study of proteins and development of proteins with improved functionalities.,True
960,Microwave-accelerated metal-enhanced detection method,2014,The present invention relates to systems and methods using microwave accelerated surface plasmonics for the detection of target species. The system has a metallic surface and the system is exposed to microwave energy for increasing detection time and/or the reaction kinetics of the target species and other interacting participants in the system so that plasmonic emissions from the metallic surface alone or coupled with emissions from a luminescing entity are detected.,False
961,"Methods and systems for magnetic focusing of therapeutic, diagnostic or prophylactic agents to deep targets",2014,"Systems and methods are disclosed for trapping or focusing magnetizable particles comprising therapeutic agents at a distance using a dynamic magnetic field and feedback control, to enable the treatment of diseased areas deep inside a patient's body. The methods may be used to diagnose or treat diseased areas deep within a patient, for example tumors of the lungs, intestines, and liver, and is also useful in enhancing the permeability of solid tumors to chemotherapeutic agents.",True
962,"Method of making non-hollow, non-fragmented spherical metal or metal alloy particles",2014,"The invention is directed to systems and methods for making non-hollow, non-fragmented spherical metal or metal alloy particles using diffusion dryers.",False
963,Dental composites comprising nanoparticles of amorphous calcium phosphate,2014,"Described herein are dental composites comprising amorphous calcium phosphate nanoparticles and methods of making and using the same. The dental composites display increased Ca and PO4 release, improved mechanical properties, and improved antibacterial properties. Anti-bacterial agents, such as quaternary ammonium salts or silver-containing nanoparticles may be included in the composites.",True
964,Surface-layer protein coated microspheres and uses thereof,2014,"The invention provides surface-layer protein coated microspheres for delivery of a therapeutic agent to the intestine. These surface-layer protein coated microspheres generally include a core encapsulated by a microsphere which is coated by surface layer protein. The core includes a therapeutic agent, such as a defensin. The invention also includes methods of making and using the surface-layer protein coated microspheres of the invention for administering therapeutic agents to a subject in need thereof. The invention also includes pharmaceutical dosage units that include the surface-layer protein coated microspheres of the invention. The invention further includes various labeled defensins for use in the study of the properties and actions of defensins, and further includes the use of defensins, particularly HD5α in the treatment of inflammatory conditions of the bowel, such as Crohn's disease.",True
965,Quick-release self-contained medical electrode,2014,"A medical electrode demonstrates a superior adhesiveness to a patient's skin during medical data acquisition or treatment procedure yet attaining painless electrode removal from the skin when needed. The subject medical electrode is designed with adhesive neutralizer (or remover) solvent fully enveloped in one or several compartments embedded in an adhesive layer of the medical electrode unit. The compartments have a contact with the patient's skin when the electrode is attached thereto. When compressed by a medical personnel, the compartment releases the adhesive remover solvent directly to the skin-adhesive interface, thereby neutralizing (or removing) the adhesive material, thereby easing the electrode removal. The adhesive layer is made from PEO, sodium chloride, and water. The adhesive remover solvent contains isopropyl alcohol. A method of manufacturing the medical electrode is presented.",False
966,Balance training system,2014,"Provided is a balance training system for improving postural control of a user by providing visual feedback regarding the user's center of mass (CoM) to the user on a display. The balance training system includes a balance improvement module connected to the display, and a first sensor which captures information about a position of the user with respect to a platform of the balance training system on which platform the user is moving and which provides the captured information to the balance improvement module. The balance improvement module is configured to extract CoM information of the user from the captured information, to compare the extracted CoM information with a target area for the user's CoM on the platform, and to provide results of the comparison to the display for displaying the results to the user.",False
967,Glycoprotein synthesis and remodeling by enzymatic transglycosylation,2014,"A chemoenzymatic method for the preparation of a homogeneous glycoprotein or glycopeptide, including (a) providing an acceptor selected from the group consisting of GlcNAc-protein and GlcNAc-peptide; and (b) reacting the acceptor with a donor substrate including an activated oligosaccharide moiety, in the presence of a catalyst comprising endoglycosidase (ENGase), to transfer the oligosaccharide moiety to the acceptor and yield the homogeneous glycoprotein or glycopeptide. The donor substrate includes, in a specific implementation, a synthetic oligosaccharide oxazoline. A related method of glycoprotein or glycopeptide remodeling with a predetermined natural N-glycan or a tailor-made oligosaccharide moiety, and a method of remodeling an antibody including a heterogeneous sugar chain, are also described. The disclosed methodology enables glycoprotein drugs to be modified for prolonged half-life in vivo, reduced immunogenicity, and enhanced in vivo activity, and for targeting and drug delivery.",True
968,"Amphipathic and other double-sided alpha-helix mimetics based on a 1,2-diphenylacetylene scaffold",2014,"Small-molecule scaffolds based on 1,2-diphenylacetylene that accurately replicate the spatial and angular projections of several side chains on both faces of an α-helix, specifically the i and i+7 side chains on one face, and the i and i+2 side chains on the other. The amphipathic α-helix mimetic can be used to disrupt disease-promoting protein-protein interactions that are mediated by α-helices.",True
969,Extensile fluidic muscle actuator,2014,"An Extensile Fluidic Muscle Actuator (FMA) that changes the normal direction of force and motion, achieving compressive force generation and extensile motion output with just a small increase in friction, weight, and cost is disclosed. The motion conversion is accomplished by a pushrod that is attached to the inside end of one of the actuator's end fittings, and extends through the actuator body and slidably out through the other end fitting. The other end fitting is held stationary by a seal housing that contains a sealing element to retain internal fluid pressure as the actuator moves. A linear bearing may also be installed to keep the rod aligned and centered properly in the seal. Upon pressurization of the actuator, the flexible body of the actuator will expand radially, causing relative contractile motion between the two end fittings. However, as the two end fittings are drawn towards each other, the pushrod is extended.",False
970,Interferon-inducing porcine reproductive and respiratory syndrome virus isolate,2014,"Provided are polynucleotides and proteins encoded by them which are useful for stimulating an immune response against Porcine reproductive and respiratory syndrome virus (PRRSV) in swine. The compositions can contain a newly discovered PRRSV strain or recombinant versions of it or polynucleotides isolated or derived from it, which can be provided as pharmaceutical preparations.",True
971,Compositions and methods for treating inflammatory bowel disease and airway inflammation,2014,"Provided are compositions and methods for treating inflammation due to an immune response. Non-limiting example compositions include class-2 SPATE proteins that are capable of cleaving proteins involved in an inflammatory immune response in a patient. Example compositions include at least one mucin-cleaving class-2 SPATE protein. Further example compositions include protein involved in intestinal colonization (Pic). Non-limiting example methods include methods of decreasing inflammation in a patient having inflammation and methods of perturbing immune response in a patient having a disease or condition in which an active immune response is attributable to a cause of the disease or condition, by administering to the patient a composition including at least one class-2 SPATE protein capable of cleaving proteins involved in an inflammatory immune response.",True
972,Sonication-assisted metal-enhanced fluorescence (SAMEF)-based bioassays,2014,"The present invention provides for sonication-assisted metal-enhanced fluorescence, luminescence, and/or chemiluminescence assay systems using low-intensity ultrasound waves to significantly reduce the assay time by increasing the kinetic movement of molecules within the system.",False
973,Derivatives of APF and methods of use,2014,"Derivatives of bladder epithelial antiproliferative factor and methods of using them are disclosed. In specific embodiments, the glycopeptide compositions are useful for the treatment and/or prevention of medical conditions, including cancer. In other embodiments, there are compositions and methods related to treatment of bladder conditions. In particular embodiments, the glycopeptide comprises D-pipecolic acid or L-pipecolic acid.",True
974,"Nanodevice arrays for electrical energy storage, capture and management and method for their formation",2014,"An apparatus, system, and method are provided for a vertical two-terminal nanotube device configured to capture and generate energy, to store electrical energy, and to integrate these functions with power management circuitry. The vertical nanotube device can include a column disposed in an anodic oxide material extending from a first distal end of the anodic oxide material to a second distal end of the anodic oxide material. Further, the vertical nanotube device can include a first material disposed within the column, a second material disposed within the column, and a third material disposed between the first material and the second material. The first material fills the first distal end of the column and extends to the second distal end of the column along inner walls of the column. The second material fills the first distal end of the column and extends to the second distal end of the column within the first material. Both the first material and the second material are exposed at the first distal end of the column.",False
975,Compositions and methods for adhesion of intact cells to an apparatus,2014,"Bio-adhesive compositions that include an extra-cellular matrix protein, bovine serum albumin conjugated with a fluorophore, and an aggregate are provided. The bio-adhesive composition may also include at least one component selected from the group consisting of collagen type IV, laminin, and chitosan. Also provided are methods of making the present compositions, that include taking a desired amount of extracellular matrix gel to liquid form of extracellular matrix; adding a desired amount of bovine serum albumin conjugated with a fluorophore; adding a desired amount of aggregate; and mixing. Further provided are methods for attaching cells to an apparatus using the present bio-adhesive compositions, and methods of attaching the present bio-adhesive compositions to an apparatus. Also provided are kits that include the present composition, components thereof or apparatuses, having the present composition attached thereto.",True
976,Peptides for transport of therapeutics and their carriers in mouse models and humans,2015,"A system for targeted delivery of agents (e.g., molecular probes, diagnostic agents, therapeutic agents, imaging agents, research or analytical compounds, enzymes, peptides, proteins, lipids, lipoproteins, sugars, hormones, vitamins, nucleic acids, viruses, bacteria, and/or cells) including use of a composition containing the agent and a targeting moiety, specific for a determinant at the target location. An exemplary composition of the system includes a targeting moiety of one of peptides γ3, 2γ3, 3γ3, A1, B7, B8, B9, B1O, and D6, specific for targeting ICAM-I. The system enables effective, versatile, and safe targeting and transport of agents. The system is useful in research applications, as well as in the context of translational science and clinical interventions.",True
977,Advanced functional biocompatible polymeric matrix used as a hemostatic agent and system for damaged tissues and cells,2015,"A hemostatic tissue sealant sponge and a spray for acute wounds are disclosed. The sponge comprises hydrophobically modified polymers that anchor themselves within the membrane of cells in the vicinity of the wound. The seal is strong enough to substantially prevent the loss of blood inside the boundaries of the sponge, yet weak enough to substantially prevent damage to newly formed tissue upon recovery and subsequent removal of the sponge. In examples, the polymers inherently prevent microbial infections and are suitable for oxygen transfer required during normal wound metabolism. The spray comprises hydrophobically modified polymers that form solid gel networks with blood cells to create a physical clotting mechanism to prevent loss of blood. In an example, the spray further comprises at least one reagent that increases the mechanical integrity of the clot. In another example, the reagent prevents microbial infection of the wound.",True
978,Emulsions of heat transfer fluids including nanodroplets to enhance thermal conductivities of the fluids,2015,"A heat transfer fluid emulsion includes a heat transfer fluid, and liquid droplets dispersed within the heat transfer fluid, where the liquid droplets are substantially immiscible with respect to the heat transfer fluid and have dimensions that are no greater than about 100 nanometers. In addition, the thermal conductivity of the heat transfer fluid emulsion is greater than the thermal conductivity of the heat transfer fluid.",False
979,Stem cell culture medium and method of using said medium and the cells,2015,"Methods and compositions are provided for isolation of proliferating cells. In particular, the methods enrich stem cells in a mixture of stem cells and non-stem cells, and in some cases the non-stem cells may be differentiated cells. The methods exploit the non-adherent property of stem cells, as opposed to the adherent property of differentiating cells, by serially passaging the suspended cells in liquid media.",True
980,Porous oxide microparticles and composites thereof and methods of making and using same,2015,"Provided are substantially spherical, porous oxide microparticles having a plurality of substantially spherical voids, substantially spherical, porous oxide-organic polymer composite microparticles having a plurality of substantially spherical organic polymer domains. The microparticles can be made using a microdispersive suspension polymerization step to make microparticles having an organic polymer shell and a plurality of discrete substantially spherical organic nanoparticles. The microparticles can be used as polymerization catalyst supports.",False
981,Inhibitors of TLR signaling by targeting TIR domain interfaces,2015,"TIR-domain decoy peptides and TIR domain peptides are disclosed, as well as methods of using the peptides in the regulation of toll-like receptor (TLR) activation and signaling.",True
982,Method and apparatus for authenticating area biometric scanners,2015,"Methods and apparatuses for authenticating a biometric scanner, such as area type finger print scanners, involves estimating unique intrinsic characteristics of the scanner (scanner pattern), that are permanent over time, and can identify a scanner even among scanners of the same manufacturer and model. Image processing and analysis are used to extract a scanner pattern from images acquired with the scanner. The scanner pattern is used to verify whether the scanner that acquired a particular image is the same as the scanner that acquired one or several images during enrollment of the biometric information. Authenticating the scanner can prevent subsequent security attacks using counterfeit biometric information on the scanner, or on the user authentication system.",False
983,Method and apparatus for authenticating swipe biometric scanners,2015,"Methods and apparatuses for authenticating a biometric scanner, such as swipe type finger print scanners, involves estimating unique intrinsic characteristics of the scanner (scanner pattern), that are permanent over time, and can identify a scanner even among scanners of the same manufacturer and model. Image processing and analysis are used to extract a scanner pattern from images acquired with the scanner. The scanner pattern is used to verify whether the scanner that acquired a particular image is the same as the scanner that acquired one or several images during enrollment of the biometric information. Authenticating the scanner can prevent subsequent security attacks using counterfeit biometric information on the scanner, or on the user authentication system.",False
984,Organic biofilm substrata as a microbial inoculum delivery vehicle for bioaugmentation of persistent organic pollutants in contaminated sediments and soils,2015,"A system and methods for removal of persistent organic pollutants (POPs) from an environment, where the system includes an inert and organic biofilm substrata as biofilm media for dual use: 1) inoculation of microorganisms to degrade POPs and 2) accumulation of POPs on the substrata, effective in maintaining bioavailable concentrations for sustaining microbial activity. Microorganisms capable of degrading or transforming POPs are actively associated with the substrata as a biofilm. Application of this delivery vehicle will enhance the microbial degradation of POPs, while simultaneously adsorbing hydrophobic POPs from the environment making them bioavailable for the microorganisms located in the formed biofilms and additionally lowering the aqueous concentration of POPs that have detrimental effects towards fish and mammals as they bioaccumulate through the food chain.",True
985,Phosphorylated and branched dihydroxy-pentane-dione (DPD) analogs as quorum sensing inhibitors in bacteria,2015,"Provided are compositions and methods for modulating quorum sensing in microbes. The compounds are AI-2 analogs and as such have structures similar to 4,5-dihydroxy-2,3-pentanedione that can act as agonists/antagonists of quorum sensing. The compounds are useful for modulating quorum sensing in bacteria and can be used in methods for prophylaxis or therapy of bacterial infections and for reduction of biofilms.",True
986,Method and apparatus for authenticating biometric scanners,2015,"Methods and systems involving image processing extract from an image and estimate unique intrinsic characteristics (scanner pattern) of a biometric scanner, such as area type fingerprint scanner. The scanner pattern is permanent over time, can identify a scanner even among scanners of the same manufacturer and model, and can be used to verify if a scanner acquired an image is the same as the scanner used for biometric enrollment, i.e., to authenticate the scanner and prevent security attacks on it. One method comprises selecting pixels from an enrolled and query image, masking useful pixels from the images, computing a similarity score between the common pixels of the enrolled and query useful pixels, and comparing this score with a threshold to determine whether the query image has been acquired by the same scanner as the enrolled image. The method can further comprise inverting the pixel values and/or filtering the selected pixels.",False
987,Method and system for determining relative displacement and heading for navigation,2015,"A system and method for determining a location of a mobile object is provided. The system determines the location of the mobile object by determining distances between a plurality of sensors provided on a first and second movable parts of the mobile object. A stride length, heading, and separation distance between the first and second movable parts are computed based on the determined distances and the location of the mobile object is determined based on the computed stride length, heading, and separation distance.",False
988,Method and system for monitoring system memory integrity,2015,"A host system integrity monitor for monitoring memory, operating systems, applications, domain manager, and other host system's structures of interest is isolated and independent of the CPU and operating system of commodity systems. The system requires no modifications to the protected (monitored) host's software, and operates correctly even when the host system is compromised. Either arranged as a stand-alone computer on the add-in card which communicates with the monitored host system through the PCI bus, or as the co-processor based monitor located on the motherboard of the host system, or residing on one of the virtual CPU while the monitored system resides on another virtual CPU, or residing within the domain manager of the host system, the monitor monitors the integrity of the examined structure by calculating hash values of the structure, comparing them with expected hash values, and sending error reports once the discrepancy between these values is detected.",False
989,Soluble CD80 as a therapeutic to reverse immune supression in cancer patients,2015,The present invention provides for a therapeutic cancer treatment using a soluble CD80 fusion protein that binds to PDLL and inhibits PDLL-PD1 interactions thereby overcoming PDLL-induced immune suppression and restoring T cell activation.,True
990,"Use of 5,6-dimethylxanthenone-4-acetic acid as an antiviral agent",2015,"The invention relates to the areas of therapeutics, pharmaceuticals, drug discovery, and immunotherapy. More specifically, the present invention relates to methods of stimulating the immune system through the administration of flavone acetic acid [FAA] analogs, and in particular, the flavone acetic acid analog, 5,6-dimethylxanthenone-4-acetic acid (DMXAA) so as to comprise an antimicrobial therapeutic agent for the treatment of viral infections of DNA and RNA viruses in humans and non-human animals. The invention is especially suitable for use in a process of treating and preventing infection by, for example, rhinoviruses, enteroviruses, and influenza viruses.",True
991,Ultra-miniature fiber-optic pressure sensor system and method of fabrication,2015,"Ultra-miniature surface-mountable optical pressure sensor is constructed on an optical fiber. The sensor design utilizes an angled fiber tip which steers the optical axis of the optic fiber by 90°. The optical cavity is formed on the sidewall of the optic fiber. The optical cavity may be covered with a polymer-metal composite diaphragm to operate as a pressure transducer, Alternatively, a polymer-filled cavity may be constructed which does not need a reflective diaphragm. The sensor exhibits a sufficient linearity over the broad pressure range with a high sensitivity. The sensitivity of the sensor may he tuned by controlling the thickness of the diaphragm. Methods of batch production of uniform device-to-device optical pressure sensors of co-axial and cross-axial configurations are presented.",False
992,Method for performing handoff in wireless network,2015,"A method for minimizing handoff latencies when a handoff is performed in a wireless network. An access point (AP) or base station associated to a current wireless station (STA) allows information required for a reassociation to the STA to be propagated to handoff-capable neighboring APs or base stations. When the STA moves, a neighboring AP or base station performs the reassociation to the STA on the basis of context. When a handoff procedure is performed, the time taken to receive context of a corresponding STA is reduced, such that a fast handoff can be implemented.",False
993,Angular-dependent metal-enhanced fluorescence,2015,"The present invention relates to detection of fluorescence, and more particularly, to the use of fluorescent moieties in proximity to metallic surfaces to change the spatial distribution of fluorescence in an angular dependent manner and detecting emissions at a determined optimal detection angle thereby increasing sensitivity of the detection.",False
994,Covalently functionalized carbon nanostructures and methods for their separation,2015,"The present invention is directed to carbon nanostructures, e.g., carbon nanotubes, methods of covalently functionalizing carbon nanostructures, and methods of separating and isolating covalently functionalized carbon. In some embodiments, carbon nanotubes are reacted with alkylating agents to provide water soluble covalently functionalized carbon nanotubes. In other embodiments, carbon nanotubes are reacted with a thermally-responsive agent and exposed to light in order to separate carbon nanotubes of a specific chirality from a mixture of carbon nanotubes.",True
995,Methods for treating brain swelling with a compound that blocks a non-selective cation channel,2015,"The present invention is directed to therapeutic compounds, treatment methods, and kits affecting the NCCa-ATP channel of neural tissue, including neurons, glia and blood vessels within the nervous system, and methods of using same. The NCCa-ATP channel is newly expressed in neural tissue following injury such as ischemia, and is regulated by the sulfonylurea receptor SUR1, being inhibited by sulfonylurea compounds, e.g., glibenclamide and tolbutamide, and opened by diazoxide. Antagonists of the NCCa-ATP channel, including SUR1 antagonists, are useful in the prevention, diminution, and treatment of injured or diseased neural tissue, including astrocytes, neurons and capillary endothelial cells, that is due to ischemia, tissue trauma, brain swelling and increased tissue pressure, or other forms of brain or spinal cord disease or injury. Agonists of the NCCa-ATP channel may be are useful in the treatment neural tissue where damage or destruction of the tissue, such as a gliotic capsule, is desired.",True
996,Superhydrophobic surfaces,2015,"Surfaces having a hierarchical structure—having features of both microscale and nanoscale dimensions—can exhibit superhydrophobic properties and advantageous condensation and heat transfer properties. The hierarchical surfaces can be fabricated using biological nanostructures, such as viruses as a self-assembled nanoscale template.",False
997,Nanostructures for polarized imaging and receptor/ligan quantization: breaking the diffraction limit for imaging,2015,The present invention relates to affinity biosensing using polarization of light scattering of aggregated noble metallic nanostructures to determine concentration of an analyte in a test sample. This new sensing system utilizes the changes in polarized plasmonic scattering from nanostructures as the nanostructures aggregate due to binding of the analyte to a binding partner attached to the surface of the metallic nanostructure.,False
998,Method and system for dereverberation of signals propagating in reverberative environments,2015,"The dereverberation of signals in reverberating environments is carried out via acquiring the representation (image) of spatial distribution of the signals in space of interest and automatic identification of reflections of the source signal in the reverberative space. The technique relies on identification of prominent features at the image, as well as corresponding directions of propagation of signals manifested by the prominent features at the image, and computation of similarity metric between signals corresponding to the prominent features in the image. The time delays between the correlated signals (i.e., source signal and related reflections) are found and the signals are added coherently. Multiple beamformers operate on the source signal and corresponding reflections, enabling one to improve the signal-to-noise ratio in multi-path environments.",False
999,Fluorescence based sensors utilizing a mirrored cavity,2015,A fluorescence based sensor system that provides improved signal-to-noise over prior systems is provided. The system includes a fluorescence based sensing medium that is contained a recessed cavity with reflective sides that allow for more uniform excitation of the fluorescence based sensing medium by the excitation light.,False
1000,Method and system for long range wireless power transfer,2015,"A wireless energy transfer system includes a primary and one (or more) secondary oscillators for transferring energy therebetween when resonating at the same frequency. The long range (up to and beyond 100 m) efficient (as high as and above 50%) energy transfer is achieved due to minimizing (or eliminating) losses in the system. Superconducting materials are used for all current carrying elements, dielectrics are either avoided altogether, or those are used with a low dissipation factor, and the system is operated at reduced frequencies (below 1 MHz). The oscillators are contoured as a compact flat coil formed from a superconducting wire material. The energy wavelengths exceed the coils diameter by several orders of magnitude. The reduction in radiative losses is enhanced by adding external dielectric-less electrical capacitance to each oscillator coil to reduce the operating frequency. The dielectric strength of the capacitor is increased by applying a magnetic cross-field to the capacitor to impede the electrons motion across an air gap defined between coaxial cylindrical electrodes.",False
1001,Microscope probe and method for use of same,2015,"A microscope probe includes a substrate; an optical resonator disposed on the substrate and including an optical resonance property; a displacement member disposed on the substrate and separated from the optical resonator, the displacement member including: a first end disposed distal to the optical resonator; and a second end disposed proximate to the optical resonator; and a coupling member disposed on the substrate and connecting the displacement member to the substrate, wherein the first end is configured to probe a sample and to be displaced in response to a condition of the sample, the displacement member is configured to communicate displacement of the first end to the second end, and the second end is configured to change the optical resonance property in response to displacement of the second end.",False
1002,Microbial mediated chemical sequestering of phosphate in a closed-loop recirculating aquaculture system,2015,"A system and method for removal of phosphates from a closed loop estuarine or marine recirculating aquaculture system (RAS), involving denitrification in the presence of a media substrate for: 1) anaerobic nitrate, nitrite and ammonia removal and 2) sequestering of excess phosphate in the RAS. Phosphate is precipitated in or on the denitrifying biofilm formed on the media substrate as phosphate salts. The phosphate salt-containing media substrate can be removed from the RAS, the phosphates can be removed, and both the substrate and the phosphates can be reused or recycled.",False
1003,Broad spectrum vaccine against typhoidal and non-typhoidal Salmonella disease,2015,"The present invention is drawn to multivalent Salmonella enterica serovar conjugate vaccines comprising conjugates of S. Typhimurium, S. Enteritidis, S. Choleraesuis, S. Typhi, S. Paratyphi A and optionally S. Paratyphi B, wherein the conjugates comprise a hapten antigen and a carrier antigen, wherein at least one of the hapten antigens or carrier antigens is characteristic of the Salmonella enterica serovar. The present invention also provides Salmonella enterica serovar reagent strains to produce the multivalent conjugate vaccines and attenuated Salmonella enterica serovars for use as vaccines.",True
1004,"Prodrugs of C-17-heteroaryl steroidal CYP17 inhibitors/antiandrogens: synthesis, in vitro biological activities, pharmacokinetics and antitumor activity",2015,"Prodrugs of steroidal C-17 benzoazoles, pyrimidinoazoles (az-abenzoazoles) and diazines. Methods of synthesis are also described, whereby a prodrug group is substituted for a functional group at A ring portion of the ABC ring structure of the steroid. Suitable pro-drug groups include amino acid groups, succinate groups, phosphate groups, or sulfamate groups. The prodrugs of the disclosed compounds allow for improved oral bioavailability of the compounds that are inhibitors of human CYP 17 enzyme as well as potent antagonists of both wild type and mutant androgen receptors (AR). The compounds and the corresponding prodrugs are useful for the treatment of conditions such as human prostate cancer, breast cancer, and prostate hyperplasia.",True
1005,Metal-enhanced fluorescence nanoparticles,2015,"The present invention relates to nanoparticles comprising a metallic core with a surface coating, wherein the coating comprises at least an excitable radiative molecule attached thereto or impregnated therein, and wherein the excitable molecule is positioned at a sufficient distance from metallic core to enhance emissions when excited. The nanoparticles are included in compositions that may be used for surface coatings, cosmetics, assays, flow velocity measurements and targeting of tissue.",False
1006,Electrosurgical element and uterine manipulator for total laparoscopic hysterectomy,2015,"A vaginal cervical retractor used to maneuver and visualize the uterus during various medical examinations and procedures would include an inner tube provided with a movable assembly of plastic cups (cervical cup and vaginal cup) designed to be inserted into the uterine cavity and a retractable electrosurgical needle. A cervical cup is molded to a hollow outer shaft to form the movable cup assembly. This hollow shaft is provided through which the inner tube can be inserted. By utilizing a vaginal cervical retractor elevator provided with an inner rigid tubing, freely sliding vaginal cup and cervical cup designed to move on the inner tubing, attached to a hollow, plastic outer shaft into which the inner tubing can be inserted, and a retractable, flexible, electrosurgical needle, the colpotomy procedure can be performed with the improved uterine manipulator.",False
1007,Broad spectrum vaccine against non-typhoidal Salmonella,2015,"The present invention is drawn to attenuated Salmonella serovar strains S. Typhimurium and S. Enteritidis, conjugate vaccines derived from these attenuated strains of S. Typhimurium and S. Enteritidis, comprising an O polysaccharide covalently linked to a flagellin protein, and methods for inducing an immune response in a subject comprising administering the attenuated strains and/or the conjugate vaccines of the invention.",True
1008,Non-hemolytic ClyA for excretion of proteins,2015,"The disclosure below provides a protein export system utilizing non-hemolytic variants of HlyE family member proteins for efficiently producing recombinant protein from a host cell. In a preferred embodiment, the protein export system utilizes protein export machinery endogenous to the host bacterium into which the protein export system vector is introduced.",True
1009,"Two-dimensional coupled resonator optical waveguide arrangements and systems, devices, and methods thereof",2015,"Two-dimensional coupled resonator optical waveguide arrangements and systems, devices, and methods thereof. Networks of coupled resonator optical waveguides are arranged so as to exploit topological properties of these optical networks. Such arrangement affords topological protection against disorders or perturbations in the network that may hinder or block photon flow. As a result of a disorder, photons traversing along edge states of the array are rerouted based on the disorder or perturbation. Photon routing in the network is accordingly protected against disorder or defects.",False
1010,Engineering broad-spectrum disease resistance against haustorium-forming pathogens using RPW8 as a delivery vehicle,2015,The present invention relates to the increased expression of RPW8 proteins causing an increased level of the RPW8 proteins at extrahaustorial membrane with subsequent induction of pathogen inhibition reactions against haustorium forming pathogens.,True
1011,"Phoniton systems, devices, and methods",2015,"An artificial composite object combines a quantum of sound with a matter excitation. A phonon in a confinement structure containing the matter excites it from an initial state to an excited state corresponding to a frequency of the phonon. Relaxation of the matter back to the initial state emits a phonon of the same frequency into the confinement structure. The phonon confinement structure, for example, a cavity, traps the emitted phonon thereby allowing further excitation of the matter. The coupling between the phonon and the matter results in a quantum quasi-particle referred to as a phoniton. The phoniton can find application in a wide variety of quantum systems such as signal processing and communications devices, imaging and sensing, and information processing.",False
1012,Advanced functional biocompatible polymeric matrix containing nano-compartments,2015,"The present invention provides a novel biomaterial which is a hybrid, self-assembling biopolymeric networked film that is functionalized through hydrophobic interactions with vesicles loaded with bioactive agents. The biomaterial compound is a polymeric network of hydrophobically modified chitosan scaffolds that is taken from solution and formed as a solid film. This solid state film is capable of hydrophobic interactions with the functionalized vesicles. The vesicles include one or more lamellar structures forming one or more nano-compartments that are capable of containing similar or alternative active moieties within. Use of the film results in a degradation of the chitosan scaffold thereby releasing the active moieties within the vesicles from the scaffold. Application of the current invention occurs through various delivery mechanisms and routes of administration as will be described herein.",False
1013,Compounds that inhibit human DNA ligases and methods of treating cancer,2015,"Methods for treating cancer using compounds that inhibit human DNA ligases. Methods for using compounds that inhibit human DNA ligases to provide insights into the reaction mechanisms of human DNA ligases, for example to identify the human DNA ligase involved in different DNA repair pathways. Screening methods for compounds that inhibit human DNA ligases.",True
1014,Microwave trigger metal-enhanced chemiluminescence (MT MEC) and spatial and temporal control of same,2015,The present invention relates to a method of imaging structures and features using plasmonic emissions from metallic surfaces caused by chemiluminescence based chemical and biological reactions wherein imaging of the reactions is enhanced by the use of microwave energy and further enhanced by using metallic geometric structures for spatially and temporally controlling the biological and chemical reactions.,False
1015,Derivatives of APF and methods of use,2015,"Derivatives of a novel antiproliferative factor comprising a glycopeptide is disclosed. In specific embodiments, the novel antiproliferative factor is associated with the bladder. Compositions, diagnostic kits and reagents, and methods of using the compounds for identifying and/or treating interstitial cystitis and cancer are disclosed. In particular embodiments, the glycopeptide comprises D-proline.",True
1016,Antiproliferative factor and methods of use,2015,"A novel antiproliferative factor comprising a glycopeptide is disclosed. In specific embodiments, the novel antiproliferative factor is associated with the bladder. Compositions, diagnostic kits and reagents, and methods of using the compounds for identifying and/or treating interstitial cystitis and cancer are disclosed.",True
